"BaseIdentifier","Action","Identifier","Title","KeptIdentifier","KeptTitle"
"d64_Moby_Dick_1983","REMOVE","d64_Moby_Dick_1983_Cymbal_Software_h_ASS","Moby Dick","d64_Moby_Dick_1983_Cymbal_Software","Moby Dick"
"msdos_Passengers_on_the","REMOVE","msdos_Passengers_on_the_Wind_II_1987","Passengers on the Wind II","msdos_Passengers_on_the_Wind_1989","Passengers on the Wind"
"zx_Android_2_v2","REMOVE","zx_Android_2_v2_1983_Vortex_Software_a","Android 2 v2","zx_Android_2_v2_1983_Vortex_Software","Android 2 v2"
"zx_Android_2_v2","REMOVE","zx_Android_2_v2_1983_Vortex_Software_a2","Android 2 v2","zx_Android_2_v2_1983_Vortex_Software","Android 2 v2"
"zx_Tube_The_1987","REMOVE","zx_Tube_The_1987_Quicksilva_128K","Tube, The","zx_Tube_The_1987_Quicksilva","Tube, The"
"zx_Tube_The_1987","REMOVE","zx_Tube_The_1987_Quicksilva_a","Tube, The","zx_Tube_The_1987_Quicksilva","Tube, The"
"zx_Tube_The_1987","REMOVE","zx_Tube_The_1987_Quicksilva_a_128K","Tube, The","zx_Tube_The_1987_Quicksilva","Tube, The"
"Crystals_of_Zong_1983","REMOVE","Crystals_of_Zong_1983_Cymbal_Software_h_NO","Crystals of Zong","Crystals_of_Zong_1983_Cymbal_Software","Crystals of Zong"
"uta_China_Miner_1983","REMOVE","uta_China_Miner_1983_Interceptor_Software_77","China Miner (1983 Interceptor Software)","uta_China_Miner_1983_Interceptor_Software_302","China Miner (1983 Interceptor Software)"
"zx_Castle_Master_II","REMOVE","zx_Castle_Master_II_The_Crypt_1990_Incentive_Software_a","Castle Master II - The Crypt","zx_Castle_Master_II_The_Crypt_1990_Incentive_Software","Castle Master II - The Crypt"
"zx_Pictionary_1989_Domark","REMOVE","zx_Pictionary_1989_Domark_needs_tape_load","Pictionary","zx_Pictionary_1989_Domark_128K_needs_tape_load","Pictionary"
"zx_Mask_II_1988","REMOVE","zx_Mask_II_1988_Gremlin_Graphics_Software_128K","Mask II","zx_Mask_II_1988_Gremlin_Graphics_Software","Mask II"
"zx_Mask_II_1988","REMOVE","zx_Mask_II_1988_Gremlin_Graphics_Software_a","Mask II","zx_Mask_II_1988_Gremlin_Graphics_Software","Mask II"
"zx_International_Rugby_Simulator","REMOVE","zx_International_Rugby_Simulator_1988_Codemasters_a","International Rugby Simulator","zx_International_Rugby_Simulator_1988_Codemasters","International Rugby Simulator"
"zx_International_Rugby_Simulator","REMOVE","zx_International_Rugby_Simulator_1988_Codemasters_a2","International Rugby Simulator","zx_International_Rugby_Simulator_1988_Codemasters","International Rugby Simulator"
"a8b_M.U.L.E._1985_Ariolasoft","REMOVE","a8b_M.U.L.E._1985_Ariolasoft_GB_req_OSb","M.U.L.E.","a8b_M.U.L.E._1985_Ariolasoft_GB_a_req_OSb","M.U.L.E."
"a8b_M.U.L.E._1985_Ariolasoft","REMOVE","a8b_M.U.L.E._1985_Ariolasoft_GB_tr_de_SM","M.U.L.E.","a8b_M.U.L.E._1985_Ariolasoft_GB_a_req_OSb","M.U.L.E."
"zx_Top_Cat_in","REMOVE","zx_Top_Cat_in_Beverly_Hills_Cats_1991_Hi_Tec_Software_a","Top Cat in Beverly Hills Cats","zx_Top_Cat_in_Beverly_Hills_Cats_1991_Hi_Tec_Software","Top Cat in Beverly Hills Cats"
"zx_Battle_Valley_1988","REMOVE","zx_Battle_Valley_1988_Rack_It_a","Battle Valley","zx_Battle_Valley_1988_Rack_It","Battle Valley"
"a8b_Master_Head_1992","REMOVE","a8b_Master_Head_1992_Sonix_PL_cr_LMG_k_file","Master Head","a8b_Master_Head_1992_Sonix_PL_cr_LMG_a","Master Head"
"a8b_Master_Head_1992","REMOVE","a8b_Master_Head_1992_Sonix_PL_h_GSL_k_file","Master Head","a8b_Master_Head_1992_Sonix_PL_cr_LMG_a","Master Head"
"a8b_Master_Head_1992","REMOVE","a8b_Master_Head_1992_Sonix_PL_t_Maft_k_file","Master Head","a8b_Master_Head_1992_Sonix_PL_cr_LMG_a","Master Head"
"zx_Rapid_Fire_1987","REMOVE","zx_Rapid_Fire_1987_Mastertronic_a","Rapid Fire","zx_Rapid_Fire_1987_Mastertronic","Rapid Fire"
"zx_Rapid_Fire_1987","REMOVE","zx_Rapid_Fire_1987_Mastertronic_a2","Rapid Fire","zx_Rapid_Fire_1987_Mastertronic","Rapid Fire"
"zx_Penetrator_1982_Melbourne","REMOVE","zx_Penetrator_1982_Melbourne_House_a","Penetrator","zx_Penetrator_1982_Melbourne_House","Penetrator"
"d64_Neutral_Zone_1983","REMOVE","d64_Neutral_Zone_1983_Access_Software_h_Antiram","Neutral Zone","d64_Neutral_Zone_1983_Access_Software","Neutral Zone"
"zx_Rats_The_Intro","REMOVE","zx_Rats_The_Intro_1985_Hodder_Stoughton_a","Rats, The - Intro","zx_Rats_The_Intro_1985_Hodder_Stoughton","Rats, The - Intro"
"zx_Castle_of_the","REMOVE","zx_Castle_of_the_Skull_Lord_1987_Samurai_Software_a","Castle of the Skull Lord","zx_Castle_of_the_Skull_Lord_1987_Samurai_Software","Castle of the Skull Lord"
"a8b_Boulder_Dash_II","REMOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US_cr_N.A.P.O._t","Boulder Dash II","a8b_Boulder_Dash_II_1985_First_Star_Software_US","Boulder Dash II"
"a8b_Boulder_Dash_II","REMOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US_cr_N.A.P.O._t_a_k_file","Boulder Dash II","a8b_Boulder_Dash_II_1985_First_Star_Software_US","Boulder Dash II"
"a8b_Boulder_Dash_II","REMOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US_cr_N.A.P.O._t_a2_k_file","Boulder Dash II","a8b_Boulder_Dash_II_1985_First_Star_Software_US","Boulder Dash II"
"a8b_Boulder_Dash_II","REMOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US_cr_N.A.P.O._t_k_file","Boulder Dash II","a8b_Boulder_Dash_II_1985_First_Star_Software_US","Boulder Dash II"
"a8b_Boulder_Dash_II","REMOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US_cr_Rob.C_probably_b","Boulder Dash II","a8b_Boulder_Dash_II_1985_First_Star_Software_US","Boulder Dash II"
"a8b_Boulder_Dash_II","REMOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US_cr_U.S.A.","Boulder Dash II","a8b_Boulder_Dash_II_1985_First_Star_Software_US","Boulder Dash II"
"a8b_Boulder_Dash_II","REMOVE","a8b_Boulder_Dash_II_1985_First_Star_Software_US_k_file","Boulder Dash II","a8b_Boulder_Dash_II_1985_First_Star_Software_US","Boulder Dash II"
"zx_Evil_Crown_1985","REMOVE","zx_Evil_Crown_1985_Argus_Press_Software_a","Evil Crown","zx_Evil_Crown_1985_Argus_Press_Software","Evil Crown"
"zx_Grand_Prix_Simulator","REMOVE","zx_Grand_Prix_Simulator_1987_Codemasters_a","Grand Prix Simulator","zx_Grand_Prix_Simulator_1987_Codemasters","Grand Prix Simulator"
"zx_Grand_Prix_Simulator","REMOVE","zx_Grand_Prix_Simulator_2_1989_Codemasters","Grand Prix Simulator 2","zx_Grand_Prix_Simulator_1987_Codemasters","Grand Prix Simulator"
"zx_Grand_Prix_Simulator","REMOVE","zx_Grand_Prix_Simulator_2_1989_Codemasters_128K","Grand Prix Simulator 2","zx_Grand_Prix_Simulator_1987_Codemasters","Grand Prix Simulator"
"zx_Grand_Prix_Simulator","REMOVE","zx_Grand_Prix_Simulator_2_1989_Codemasters_a","Grand Prix Simulator 2","zx_Grand_Prix_Simulator_1987_Codemasters","Grand Prix Simulator"
"zx_Grand_Prix_Simulator","REMOVE","zx_Grand_Prix_Simulator_2_1989_Codemasters_a2","Grand Prix Simulator 2","zx_Grand_Prix_Simulator_1987_Codemasters","Grand Prix Simulator"
"d64_Wizard_1986_Electronic","REMOVE","d64_Wizard_1986_Electronic_Arts_Disk_1_of_2","Wizard (Disk 1 of 2)","d64_Wizard_1986_Electronic_Arts","Wizard"
"d64_Wizard_1986_Electronic","REMOVE","d64_Wizard_1986_Electronic_Arts_Side_A","Wizard (Side A)","d64_Wizard_1986_Electronic_Arts","Wizard"
"zx_Chain_Reaction_1987","REMOVE","zx_Chain_Reaction_1987_Durell_Software_128K","Chain Reaction","zx_Chain_Reaction_1987_Durell_Software","Chain Reaction"
"zx_Chain_Reaction_1987","REMOVE","zx_Chain_Reaction_1987_Durell_Software_a","Chain Reaction","zx_Chain_Reaction_1987_Durell_Software","Chain Reaction"
"zx_Chain_Reaction_1987","REMOVE","zx_Chain_Reaction_1987_Durell_Software_a_128K","Chain Reaction","zx_Chain_Reaction_1987_Durell_Software","Chain Reaction"
"zx_Chain_Reaction_1987","REMOVE","zx_Chain_Reaction_1987_Durell_Software_a2","Chain Reaction","zx_Chain_Reaction_1987_Durell_Software","Chain Reaction"
"zx_International_Karate_1987","REMOVE","zx_International_Karate_1987_System_3_Software_128K","International Karate+","zx_International_Karate_1987_System_3_Software","International Karate+"
"zx_International_Karate_1987","REMOVE","zx_International_Karate_1987_System_3_Software_a","International Karate+","zx_International_Karate_1987_System_3_Software","International Karate+"
"zx_International_Karate_1987","REMOVE","zx_International_Karate_1987_System_3_Software_a_128K","International Karate+","zx_International_Karate_1987_System_3_Software","International Karate+"
"zx_International_Karate_1987","REMOVE","zx_International_Karate_1987_System_3_Software_a2","International Karate+","zx_International_Karate_1987_System_3_Software","International Karate+"
"a8b_Klatwa_1992_L.K.","REMOVE","a8b_Klatwa_1992_L.K._Avalon_PL_a","Klatwa","a8b_Klatwa_1992_L.K._Avalon_PL","Klatwa"
"zx_Solomons_Key_1987","REMOVE","zx_Solomons_Key_1987_U.S._Gold_a","Solomon's Key","zx_Solomons_Key_1987_U.S._Gold","Solomon's Key"
"zx_Solomons_Key_1987","REMOVE","zx_Solomons_Key_1987_U.S._Gold_a2","Solomon's Key","zx_Solomons_Key_1987_U.S._Gold","Solomon's Key"
"zx_Solomons_Key_1987","REMOVE","zx_Solomons_Key_1987_U.S._Gold_a3","Solomon's Key","zx_Solomons_Key_1987_U.S._Gold","Solomon's Key"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_128K","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a_128K","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a2","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a2_128K","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a3","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a3_128K","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a4","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a5","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a6","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Amaurote_1987_Mastertronic","REMOVE","zx_Amaurote_1987_Mastertronic_Added_Dimension_a7","Amaurote","zx_Amaurote_1987_Mastertronic_Added_Dimension","Amaurote"
"zx_Hero_Quest_1991","REMOVE","zx_Hero_Quest_1991_Gremlin_Graphics_Software_a_128K","Hero Quest","zx_Hero_Quest_1991_Gremlin_Graphics_Software_128K","Hero Quest"
"zx_Hero_Quest_1991","REMOVE","zx_Hero_Quest_1991_Gremlin_Graphics_Software_a2_128K","Hero Quest","zx_Hero_Quest_1991_Gremlin_Graphics_Software_128K","Hero Quest"
"zx_Hero_Quest_1991","REMOVE","zx_Hero_Quest_1991_Gremlin_Graphics_Software_incomplete","Hero Quest","zx_Hero_Quest_1991_Gremlin_Graphics_Software_128K","Hero Quest"
"a8b_Return_of_Heracles","REMOVE","a8b_Return_of_Heracles_1983_Quality_Software_US_req_OSb","Return of Heracles","a8b_Return_of_Heracles_1983_Quality_Software_US_a_req_OSb","Return of Heracles"
"zx_Battle_of_the","REMOVE","zx_Battle_of_the_Planets_1986_Mikro_Gen_a","Battle of the Planets","zx_Battle_of_the_Planets_1986_Mikro_Gen","Battle of the Planets"
"zx_Battle_of_the","REMOVE","zx_Battle_of_the_Planets_1986_Mikro_Gen_a2","Battle of the Planets","zx_Battle_of_the_Planets_1986_Mikro_Gen","Battle of the Planets"
"zx_Battle_of_the","REMOVE","zx_Battle_of_the_Planets_1986_Mikro_Gen_a3","Battle of the Planets","zx_Battle_of_the_Planets_1986_Mikro_Gen","Battle of the Planets"
"zx_Battle_of_the","REMOVE","zx_Battle_of_the_Planets_1986_Mikro_Gen_a4","Battle of the Planets","zx_Battle_of_the_Planets_1986_Mikro_Gen","Battle of the Planets"
"a8b_Kennedy_Approach_1985","REMOVE","a8b_Kennedy_Approach_1985_MicroProse_US_a","Kennedy Approach","a8b_Kennedy_Approach_1985_MicroProse_US","Kennedy Approach"
"a8b_Kennedy_Approach_1985","REMOVE","a8b_Kennedy_Approach_1985_MicroProse_US_a2","Kennedy Approach","a8b_Kennedy_Approach_1985_MicroProse_US","Kennedy Approach"
"a8b_Kennedy_Approach_1985","REMOVE","a8b_Kennedy_Approach_1985_MicroProse_US_no_replay","Kennedy Approach","a8b_Kennedy_Approach_1985_MicroProse_US","Kennedy Approach"
"a8b_Kennedy_Approach_1985","REMOVE","a8b_Kennedy_Approach_1985_MicroProse_US_no_title_screens_k_file","Kennedy Approach","a8b_Kennedy_Approach_1985_MicroProse_US","Kennedy Approach"
"zx_Aftermath_1988_Alternative","REMOVE","zx_Aftermath_1988_Alternative_Software_a","Aftermath","zx_Aftermath_1988_Alternative_Software","Aftermath"
"zx_Aftermath_1988_Alternative","REMOVE","zx_Aftermath_1988_Alternative_Software_a2","Aftermath","zx_Aftermath_1988_Alternative_Software","Aftermath"
"a8b_Black_Lamp_1989","REMOVE","a8b_Black_Lamp_1989_Atari_GB_a","Black Lamp","a8b_Black_Lamp_1989_Atari_GB","Black Lamp"
"a8b_Black_Lamp_1989","REMOVE","a8b_Black_Lamp_1989_Atari_GB_cr_Burton_Bandit_t_k_file","Black Lamp","a8b_Black_Lamp_1989_Atari_GB","Black Lamp"
"a8b_Black_Lamp_1989","REMOVE","a8b_Black_Lamp_1989_Atari_GB_t_k_file","Black Lamp","a8b_Black_Lamp_1989_Atari_GB","Black Lamp"
"zx_Kentucky_Racing_1991","REMOVE","zx_Kentucky_Racing_1991_Alternative_Software_a","Kentucky Racing","zx_Kentucky_Racing_1991_Alternative_Software","Kentucky Racing"
"zx_Match_Day_II","REMOVE","zx_Match_Day_II_1987_Ocean_a","Match Day II","zx_Match_Day_II_1987_Ocean","Match Day II"
"zx_Match_Day_II","REMOVE","zx_Match_Day_II_1987_Ocean_a2","Match Day II","zx_Match_Day_II_1987_Ocean","Match Day II"
"a8b_Jungle_Hunt_1983","REMOVE","a8b_Jungle_Hunt_1983_Atari_US_t_2_AHT_k_file","Jungle Hunt","a8b_Jungle_Hunt_1983_Atari_US_k_file","Jungle Hunt"
"a8b_Jungle_Hunt_1983","REMOVE","a8b_Jungle_Hunt_1983_Atari_US_t_Wizard","Jungle Hunt","a8b_Jungle_Hunt_1983_Atari_US_k_file","Jungle Hunt"
"a8b_Miss_Mind_Ania","REMOVE","a8b_Miss_Mind_Ania_1990_Janusz_Bien_PL_h_Skaja_Soft_k_file","Miss Mind: Ania","a8b_Miss_Mind_Ania_1990_Janusz_Bien_PL_h_Skaja_Soft","Miss Mind: Ania"
"a8b_Kick_Off_1989","REMOVE","a8b_Kick_Off_1989_Anco_Software_PAL_GB_k_file","Kick Off (PAL)","a8b_Kick_Off_1989_Anco_Software_PAL_GB_cr_ESA_k_file","Kick Off (PAL)"
"a8b_River_Raid_1983","REMOVE","a8b_River_Raid_1983_Activision_US_a2_k_file","River Raid","a8b_River_Raid_1983_Activision_US_a_k_file","River Raid"
"a8b_River_Raid_1983","REMOVE","a8b_River_Raid_1983_Activision_US_a3_k_file","River Raid","a8b_River_Raid_1983_Activision_US_a_k_file","River Raid"
"a8b_River_Raid_1983","REMOVE","a8b_River_Raid_1983_Activision_US_cr_Piratesoft","River Raid","a8b_River_Raid_1983_Activision_US_a_k_file","River Raid"
"a8b_River_Raid_1983","REMOVE","a8b_River_Raid_1983_Activision_US_cr_Piratesoft_h_k_file","River Raid","a8b_River_Raid_1983_Activision_US_a_k_file","River Raid"
"a8b_River_Raid_1983","REMOVE","a8b_River_Raid_1983_Activision_US_cr_Piratesoft_k_file","River Raid","a8b_River_Raid_1983_Activision_US_a_k_file","River Raid"
"a8b_River_Raid_1983","REMOVE","a8b_River_Raid_1983_Activision_US_k_file","River Raid","a8b_River_Raid_1983_Activision_US_a_k_file","River Raid"
"a8b_River_Raid_1983","REMOVE","a8b_River_Raid_1983_Activision_US_t_3_AHT_k_file","River Raid","a8b_River_Raid_1983_Activision_US_a_k_file","River Raid"
"zx_Stormlord_1989_Hewson","REMOVE","zx_Stormlord_1989_Hewson_Consultants_t_a","Stormlord","zx_Stormlord_1989_Hewson_Consultants_t","Stormlord"
"zx_Microball_1988_Alternative","REMOVE","zx_Microball_1988_Alternative_Software_a","Microball","zx_Microball_1988_Alternative_Software","Microball"
"zx_Bride_of_Frankenstein","REMOVE","zx_Bride_of_Frankenstein_1988_39_Steps_a","Bride of Frankenstein","zx_Bride_of_Frankenstein_1988_39_Steps","Bride of Frankenstein"
"zx_Lotus_Esprit_Turbo","REMOVE","zx_Lotus_Esprit_Turbo_Challenge_Info_1990_Gremlin_Graphics_Software","Lotus Esprit Turbo Challenge - Info","zx_Lotus_Esprit_Turbo_Challenge_1990_Gremlin_Graphics_Software_128K","Lotus Esprit Turbo Challenge"
"zx_Lotus_Esprit_Turbo","REMOVE","zx_Lotus_Esprit_Turbo_Challenge_Info_1990_Gremlin_Graphics_Software_a","Lotus Esprit Turbo Challenge - Info","zx_Lotus_Esprit_Turbo_Challenge_1990_Gremlin_Graphics_Software_128K","Lotus Esprit Turbo Challenge"
"zx_Trap_Door_The","REMOVE","zx_Trap_Door_The_1986_Piranha_a","Trap Door, The","zx_Trap_Door_The_1986_Piranha","Trap Door, The"
"zx_Trap_Door_The","REMOVE","zx_Trap_Door_The_1986_Piranha_a2","Trap Door, The","zx_Trap_Door_The_1986_Piranha","Trap Door, The"
"zx_Xevious_1987_U.S.","REMOVE","zx_Xevious_1987_U.S._Gold_a","Xevious","zx_Xevious_1987_U.S._Gold","Xevious"
"zx_Xevious_1987_U.S.","REMOVE","zx_Xevious_1987_U.S._Gold_a2","Xevious","zx_Xevious_1987_U.S._Gold","Xevious"
"zx_007_Live_and","REMOVE","zx_007_Live_and_Let_Die_1988_Domark_a","007 - Live and Let Die","zx_007_Live_and_Let_Die_1988_Domark","007 - Live and Let Die"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a2","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a3","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a4","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a5","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a6","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a7","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a8","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"zx_Adventure_D_Espionage","REMOVE","zx_Adventure_D_Espionage_Island_1982_Artic_Computing_a9","Adventure D - Espionage Island","zx_Adventure_D_Espionage_Island_1982_Artic_Computing","Adventure D - Espionage Island"
"Citadel_1989_Electric_Dreams","REMOVE","Citadel_1989_Electric_Dreams_h_Legend","Citadel","Citadel_1989_Electric_Dreams","Citadel"
"Citadel_1989_Electric_Dreams","REMOVE","Citadel_1989_Electric_Dreams_h_Talent","Citadel","Citadel_1989_Electric_Dreams","Citadel"
"zx_Diamond_Trail_1983","REMOVE","zx_Diamond_Trail_1983_Gilsoft_International_a","Diamond Trail","zx_Diamond_Trail_1983_Gilsoft_International","Diamond Trail"
"zx_Sim_City_1989","REMOVE","zx_Sim_City_1989_Infogrames_a","Sim City","zx_Sim_City_1989_Infogrames","Sim City"
"d64_Main_Frame_1988","REMOVE","d64_Main_Frame_1988_Actionsoft_Ikari","Main Frame","d64_Main_Frame_1988_Actionsoft","Main Frame"
"a8b_Space_Shuttle_1983","REMOVE","a8b_Space_Shuttle_1983_Microdeal_GB_k_file","Space Shuttle","a8b_Space_Shuttle_1983_Microdeal_GB_a_k_file","Space Shuttle"
"zx_Neverending_Story_The","REMOVE","zx_Neverending_Story_The_1985_Ocean_a_128K","Neverending Story, The","zx_Neverending_Story_The_1985_Ocean_128K","Neverending Story, The"
"zx_Neverending_Story_The","REMOVE","zx_Neverending_Story_The_1985_Ocean_a2_128K","Neverending Story, The","zx_Neverending_Story_The_1985_Ocean_128K","Neverending Story, The"
"zx_Neverending_Story_The","REMOVE","zx_Neverending_Story_The_1985_Ocean_a3_128K","Neverending Story, The","zx_Neverending_Story_The_1985_Ocean_128K","Neverending Story, The"
"zx_Neverending_Story_The","REMOVE","zx_Neverending_Story_The_1985_Ocean_Part_1_of_3","Neverending Story, The (Part 1 of 3)","zx_Neverending_Story_The_1985_Ocean_128K","Neverending Story, The"
"zx_Neverending_Story_The","REMOVE","zx_Neverending_Story_The_1985_Ocean_Part_2_of_3","Neverending Story, The (Part 2 of 3)","zx_Neverending_Story_The_1985_Ocean_128K","Neverending Story, The"
"zx_Neverending_Story_The","REMOVE","zx_Neverending_Story_The_1985_Ocean_Part_3_of_3","Neverending Story, The (Part 3 of 3)","zx_Neverending_Story_The_1985_Ocean_128K","Neverending Story, The"
"zx_Cabal_1988_Ocean","REMOVE","zx_Cabal_1988_Ocean_a_128K","Cabal","zx_Cabal_1988_Ocean_128K","Cabal"
"a8b_Zork_III_The","REMOVE","a8b_Zork_III_The_Dungeon_Master_1982_Infocom_US_a","Zork III: The Dungeon Master","a8b_Zork_III_The_Dungeon_Master_1982_Infocom_US","Zork III: The Dungeon Master"
"a8b_Zork_III_The","REMOVE","a8b_Zork_III_The_Dungeon_Master_1982_Infocom_US_a2","Zork III: The Dungeon Master","a8b_Zork_III_The_Dungeon_Master_1982_Infocom_US","Zork III: The Dungeon Master"
"a8b_Pitfall_1984_Activision","REMOVE","a8b_Pitfall_1984_Activision_US_a_k_file","Pitfall!","a8b_Pitfall_1984_Activision_US","Pitfall!"
"a8b_Pitfall_1984_Activision","REMOVE","a8b_Pitfall_1984_Activision_US_k_file","Pitfall!","a8b_Pitfall_1984_Activision_US","Pitfall!"
"a8b_Pitfall_1984_Activision","REMOVE","a8b_Pitfall_1984_Activision_US_noATR_k_file","Pitfall!","a8b_Pitfall_1984_Activision_US","Pitfall!"
"zx_Frankenstein_Jnr_1990","REMOVE","zx_Frankenstein_Jnr_1990_Codemasters_a","Frankenstein Jnr","zx_Frankenstein_Jnr_1990_Codemasters","Frankenstein Jnr"
"zx_Emerald_Isle_1985","REMOVE","zx_Emerald_Isle_1985_Level_9_Computing_a","Emerald Isle","zx_Emerald_Isle_1985_Level_9_Computing","Emerald Isle"
"zx_Emerald_Isle_1985","REMOVE","zx_Emerald_Isle_1985_Level_9_Computing_a2","Emerald Isle","zx_Emerald_Isle_1985_Level_9_Computing","Emerald Isle"
"zx_Glider_Rider_1987","REMOVE","zx_Glider_Rider_1987_Quicksilva_128K","Glider Rider","zx_Glider_Rider_1987_Quicksilva","Glider Rider"
"zx_Glider_Rider_1987","REMOVE","zx_Glider_Rider_1987_Quicksilva_a","Glider Rider","zx_Glider_Rider_1987_Quicksilva","Glider Rider"
"zx_Glider_Rider_1987","REMOVE","zx_Glider_Rider_1987_Quicksilva_a_128K","Glider Rider","zx_Glider_Rider_1987_Quicksilva","Glider Rider"
"zx_Glider_Rider_1987","REMOVE","zx_Glider_Rider_1987_Quicksilva_a2_128K","Glider Rider","zx_Glider_Rider_1987_Quicksilva","Glider Rider"
"zx_Glider_Rider_1987","REMOVE","zx_Glider_Rider_1987_Quicksilva_a4","Glider Rider","zx_Glider_Rider_1987_Quicksilva","Glider Rider"
"zx_Highway_Encounter_1985","REMOVE","zx_Highway_Encounter_1985_Vortex_Software_a","Highway Encounter","zx_Highway_Encounter_1985_Vortex_Software","Highway Encounter"
"zx_Highway_Encounter_1985","REMOVE","zx_Highway_Encounter_1985_Vortex_Software_a2","Highway Encounter","zx_Highway_Encounter_1985_Vortex_Software","Highway Encounter"
"zx_Highway_Encounter_1985","REMOVE","zx_Highway_Encounter_1985_Vortex_Software_a3","Highway Encounter","zx_Highway_Encounter_1985_Vortex_Software","Highway Encounter"
"msdos_sesame_street_crayon","REMOVE","msdos_sesame_street_crayon_-_opposites_attract_1987_","Sesame Street Crayon - Opposites Attract","msdos_Sesame_Street_Crayon_-_Letters_For_You_1987","Sesame Street Crayon - Letters For You"
"zx_Who_Dares_Wins","REMOVE","zx_Who_Dares_Wins_II_1986_Alligata_Software_a","Who Dares Wins II","zx_Who_Dares_Wins_II_1986_Alligata_Software","Who Dares Wins II"
"zx_Who_Dares_Wins","REMOVE","zx_Who_Dares_Wins_II_1986_Alligata_Software_a2","Who Dares Wins II","zx_Who_Dares_Wins_II_1986_Alligata_Software","Who Dares Wins II"
"zx_Who_Dares_Wins","REMOVE","zx_Who_Dares_Wins_II_1986_Alligata_Software_a3","Who Dares Wins II","zx_Who_Dares_Wins_II_1986_Alligata_Software","Who Dares Wins II"
"a8b_Broadsides_1983_SSI","REMOVE","a8b_Broadsides_1983_SSI_US_a","Broadsides","a8b_Broadsides_1983_SSI_US","Broadsides"
